Time,V2_rms,V3_rms,V6_rms,V8_rms,V10_rms,V13_rms
5.01165,1.045794156,1.010865202,1.070865046,1.090871886,1.033953211,1.048067605
5.0283,1.04577663,1.010845496,1.070846243,1.090855004,1.033934424,1.048048526
5.04495,1.045759156,1.01082602,1.07082744,1.090838082,1.033915624,1.048029446
5.0616,1.045741708,1.010806739,1.070808596,1.090821094,1.033896768,1.048010321
5.07825,1.045724265,1.010787616,1.070789671,1.090804014,1.033877818,1.047991112
5.0949,1.045706804,1.010768613,1.070770635,1.090786824,1.033858743,1.047971788
5.11155,1.045689308,1.010749691,1.070751463,1.090769511,1.033839523,1.047952324
5.1282,1.045671762,1.01073081,1.070732139,1.090752069,1.033820141,1.047932705
5.14485,1.045654155,1.010711939,1.070712655,1.090734499,1.033800593,1.047912922
5.1615,1.045636483,1.010693045,1.070693012,1.090716805,1.033780881,1.047892976
5.17815,1.045618742,1.010674103,1.070673217,1.090698999,1.033761014,1.047872876
5.1948,1.045600936,1.010655094,1.070653284,1.090681097,1.033741009,1.047852636
5.21145,1.04558307,1.010636004,1.070633234,1.090663117,1.03372089,1.047832278
5.2281,1.045565154,1.010616825,1.070613093,1.090645083,1.033700682,1.047811827
5.24475,1.045547202,1.010597556,1.070592891,1.090627018,1.033680417,1.047791315
5.2614,1.04552923,1.010578201,1.070572658,1.090608949,1.033660129,1.047770774
5.27805,1.045511253,1.010558771,1.070552429,1.090590901,1.033639849,1.047750237
5.2947,1.045493293,1.01053928,1.070532237,1.0905729,1.033619613,1.04772974
5.31135,1.045475367,1.010519745,1.070512115,1.090554969,1.033599454,1.047709315
5.328,1.045457496,1.01050019,1.070492094,1.090537131,1.0335794,1.047688993
5.34465,1.045439699,1.010480638,1.070472201,1.090519404,1.033559479,1.047668802
5.3613,1.045421993,1.010461115,1.070452462,1.090501806,1.033539715,1.047648769
5.37795,1.045404396,1.010441646,1.070432896,1.090484349,1.033520127,1.047628912
5.3946,1.045386923,1.010422257,1.070413522,1.090467044,1.03350073,1.047609249
5.41125,1.045369586,1.010402974,1.07039435,1.090449897,1.033481535,1.047589793
5.4279,1.045352396,1.010383818,1.070375388,1.090432912,1.033462548,1.047570549
5.44455,1.045335362,1.010364813,1.07035664,1.090416091,1.033443772,1.047551523
5.4612,1.04531849,1.010345975,1.070338107,1.090399432,1.033425205,1.047532713
5.47785,1.045301784,1.01032732,1.070319783,1.090382931,1.033406844,1.047514116
5.4945,1.045285246,1.010308862,1.070301663,1.090366583,1.03338868,1.047495725
5.51115,1.045268877,1.010290608,1.070283739,1.090350382,1.033370706,1.047477532
5.5278,1.045252674,1.010272567,1.070265999,1.090334321,1.033352911,1.047459525
5.54445,1.045236635,1.01025474,1.070248433,1.090318391,1.033335283,1.047441694
5.5611,1.045220758,1.010237129,1.07023103,1.090302587,1.033317813,1.047424027
5.57775,1.045205037,1.010219732,1.070213777,1.0902869,1.033300489,1.047406512
5.5944,1.045189468,1.010202545,1.070196664,1.090271326,1.033283301,1.04738914
5.61105,1.045174046,1.010185563,1.070179682,1.090255859,1.033266242,1.047371899
5.6277,1.045158768,1.010168779,1.070162822,1.090240497,1.033249304,1.047354784
5.64435,1.045143628,1.010152186,1.070146079,1.090225235,1.033232482,1.047337787
5.661,1.045128624,1.010135776,1.070129449,1.090210075,1.033215774,1.047320905
5.67765,1.045113753,1.01011954,1.07011293,1.090195016,1.033199179,1.047304136
5.6943,1.045099012,1.010103471,1.070096521,1.09018006,1.033182697,1.04728748
5.71095,1.045084402,1.010087562,1.070080224,1.090165211,1.033166331,1.047270939
5.7276,1.045069922,1.010071806,1.070064044,1.090150473,1.033150086,1.047254518
5.74425,1.045055573,1.010056199,1.070047985,1.090135851,1.033133968,1.047238221
5.7609,1.045041357,1.010040736,1.070032054,1.090121351,1.033117983,1.047222055
5.77755,1.045027276,1.010025414,1.070016258,1.090106978,1.033102139,1.047206028
5.7942,1.045013333,1.010010231,1.070000607,1.090092738,1.033086444,1.047190149
5.81085,1.044999532,1.009995188,1.069985107,1.090078639,1.033070906,1.047174425
5.8275,1.044985878,1.009980285,1.069969769,1.090064686,1.033055534,1.047158866
5.84415,1.044972373,1.009965523,1.069954599,1.090050885,1.033040335,1.047143479
5.8608,1.044959022,1.009950907,1.069939605,1.090037239,1.033025316,1.047128272
5.87745,1.04494583,1.009936438,1.069924795,1.090023755,1.033010483,1.047113253
5.8941,1.044932801,1.009922122,1.069910174,1.090010434,1.032995841,1.047098425
5.91075,1.044919937,1.009907963,1.069895746,1.089997279,1.032981395,1.047083796
5.9274,1.044907242,1.009893965,1.069881516,1.089984293,1.032967146,1.047069367
5.94405,1.04489472,1.009880134,1.069867486,1.089971475,1.032953098,1.047055141
5.9607,1.044882371,1.009866474,1.069853657,1.089958827,1.03293925,1.04704112
5.97735,1.044870198,1.00985299,1.069840028,1.089946347,1.032925603,1.047027303
5.994,1.044858202,1.009839686,1.0698266,1.089934035,1.032912154,1.047013689
6.01065,1.044846384,1.009826565,1.06981337,1.089921887,1.032898903,1.047000276
6.0273,1.044834743,1.009813631,1.069800335,1.089909904,1.032885845,1.046987062
6.04395,1.044823279,1.009800886,1.069787493,1.089898081,1.032872978,1.046974043
6.0606,1.044811991,1.009788333,1.069774839,1.089886418,1.032860299,1.046961216
6.07725,1.044800879,1.009775971,1.069762371,1.08987491,1.032847804,1.046948577
6.0939,1.044789941,1.009763802,1.069750083,1.089863557,1.03283549,1.046936121
6.11055,1.044779175,1.009751826,1.069737972,1.089852355,1.032823352,1.046923847
6.1272,1.04476858,1.009740042,1.069726036,1.089841303,1.032811389,1.046911748
6.14385,1.044758154,1.009728449,1.06971427,1.089830399,1.032799598,1.046899824
6.1605,1.044747896,1.009717046,1.069702671,1.089819642,1.032787976,1.046888071
6.17715,1.044737803,1.009705831,1.069691239,1.089809031,1.032776522,1.046876486
6.1938,1.044727875,1.009694802,1.06967997,1.089798566,1.032765234,1.046865069
6.21045,1.04471811,1.009683956,1.069668864,1.089788246,1.032754112,1.046853818
6.2271,1.044708508,1.009673292,1.069657921,1.089778071,1.032743155,1.046842733
6.24375,1.044699066,1.009662807,1.06964714,1.089768043,1.032732365,1.046831814
6.2604,1.044689785,1.0096525,1.069636521,1.089758161,1.032721741,1.046821061
6.27705,1.044680664,1.009642366,1.069626066,1.089748426,1.032711284,1.046810475
6.2937,1.044671702,1.009632405,1.069615776,1.089738839,1.032700996,1.046800057
6.31035,1.044662899,1.009622615,1.069605651,1.089729401,1.032690877,1.046789808
6.327,1.044654256,1.009612993,1.069595692,1.089720113,1.032680929,1.04677973
6.34365,1.04464577,1.009603539,1.069585902,1.089710975,1.032671153,1.046769824
6.3603,1.044637444,1.00959425,1.069576281,1.089701988,1.032661549,1.04676009
6.37695,1.044629276,1.009585126,1.069566831,1.089693152,1.032652119,1.04675053
6.3936,1.044621266,1.009576165,1.069557552,1.089684468,1.032642863,1.046741145
6.41025,1.044613415,1.009567366,1.069548444,1.089675935,1.032633782,1.046731935
6.4269,1.04460572,1.009558729,1.069539507,1.089667552,1.032624874,1.0467229
6.44355,1.044598183,1.009550252,1.069530743,1.089659319,1.032616139,1.04671404
6.4602,1.044590803,1.009541935,1.069522148,1.089651236,1.032607577,1.046705354
6.47685,1.044583577,1.009533777,1.069513724,1.0896433,1.032599187,1.04669684
6.4935,1.044576507,1.009525778,1.069505468,1.08963551,1.032590965,1.046688499
6.51015,1.04456959,1.009517937,1.069497378,1.089627864,1.032582912,1.046680326
6.5268,1.044562825,1.009510253,1.069489454,1.089620362,1.032575024,1.046672322
6.54345,1.044556211,1.009502725,1.069481691,1.089612999,1.032567299,1.046664483
6.5601,1.044549746,1.009495353,1.069474089,1.089605776,1.032559736,1.046656807
6.57675,1.044543429,1.009488135,1.069466644,1.089598689,1.03255233,1.046649291
6.5934,1.044537258,1.00948107,1.069459354,1.089591737,1.032545081,1.046641933
6.61005,1.044531232,1.009474158,1.069452216,1.089584918,1.032537985,1.04663473
6.6267,1.044525348,1.009467397,1.069445227,1.089578229,1.032531039,1.04662768
6.64335,1.044519604,1.009460786,1.069438386,1.089571669,1.032524243,1.046620779
6.66,1.044514,1.009454323,1.06943169,1.089565236,1.032517592,1.046614027
6.67665,1.044508534,1.009448007,1.069425136,1.089558928,1.032511086,1.046607419
6.6933,1.044503203,1.009441837,1.069418723,1.089552745,1.032504722,1.046600955
6.70995,1.044498006,1.009435811,1.069412448,1.089546685,1.032498499,1.046594633
6.7266,1.044492942,1.009429927,1.06940631,1.089540746,1.032492415,1.04658845
6.74325,1.044488009,1.009424184,1.069400308,1.089534928,1.03248647,1.046582406
6.7599,1.044483206,1.009418581,1.069394441,1.089529229,1.032480661,1.046576499
6.77655,1.044478531,1.009413114,1.069388706,1.08952365,1.032474987,1.046570728
6.7932,1.044473983,1.009407783,1.069383103,1.089518188,1.032469449,1.046565092
6.80985,1.044469561,1.009402587,1.069377632,1.089512844,1.032464044,1.04655959
6.8265,1.044465263,1.009397522,1.069372291,1.089507615,1.032458772,1.046554221
6.84315,1.044461088,1.009392589,1.06936708,1.089502503,1.032453632,1.046548984
6.8598,1.044457036,1.009387784,1.069361998,1.089497505,1.032448624,1.046543879
6.87645,1.044453104,1.009383107,1.069357043,1.089492622,1.032443746,1.046538905
6.8931,1.044449292,1.009378555,1.069352216,1.089487851,1.032438997,1.046534061
6.90975,1.044445597,1.009374127,1.069347514,1.089483192,1.032434377,1.046529345
6.9264,1.04444202,1.009369822,1.069342938,1.089478644,1.032429884,1.046524757
6.94305,1.044438558,1.009365636,1.069338485,1.089474206,1.032425517,1.046520296
6.9597,1.04443521,1.00936157,1.069334155,1.089469876,1.032421274,1.046515959
6.97635,1.044431974,1.009357621,1.069329946,1.089465652,1.032417153,1.046511746
6.993,1.04442885,1.009353787,1.069325856,1.089461534,1.032413154,1.046507655
7.00965,1.044425834,1.009350067,1.069321884,1.089457519,1.032409274,1.046503684
7.0263,1.044422926,1.009346458,1.069318028,1.089453606,1.032405511,1.046499831
7.04295,1.044420124,1.00934296,1.069314286,1.089449793,1.032401864,1.046496094
7.0596,1.044417426,1.00933957,1.069310655,1.089446079,1.032398329,1.046492471
7.07625,1.04441483,1.009336287,1.069307134,1.089442461,1.032394906,1.04648896
7.0929,1.044412335,1.009333109,1.069303721,1.089438937,1.032391591,1.046485559
7.10955,1.044409939,1.009330034,1.069300413,1.089435506,1.032388383,1.046482266
7.1262,1.044407639,1.009327061,1.069297209,1.089432166,1.032385279,1.046479077
7.14285,1.044405434,1.009324187,1.069294106,1.089428916,1.032382278,1.046475992
7.1595,1.044403322,1.009321411,1.069291101,1.089425752,1.032379377,1.046473009
7.17615,1.044401302,1.009318732,1.069288194,1.089422675,1.032376574,1.046470124
7.1928,1.044399372,1.009316147,1.069285381,1.089419681,1.032373868,1.046467336
7.20945,1.04439753,1.009313655,1.069282662,1.089416771,1.032371256,1.046464643
7.2261,1.044395774,1.009311254,1.069280035,1.089413941,1.032368737,1.046462044
7.24275,1.044394103,1.009308943,1.069277496,1.089411191,1.032366309,1.046459536
7.2594,1.044392515,1.00930672,1.069275046,1.089408519,1.032363971,1.046457118
7.27605,1.044391009,1.009304584,1.069272683,1.089405924,1.03236172,1.046454788
7.2927,1.044389583,1.009302533,1.069270404,1.089403405,1.032359556,1.046452546
7.30935,1.044388236,1.009300565,1.069268209,1.08940096,1.032357477,1.046450388
7.326,1.044386966,1.009298679,1.069266096,1.089398589,1.032355482,1.046448315
7.34265,1.044385773,1.009296874,1.069264065,1.089396291,1.032353569,1.046446325
7.3593,1.044384654,1.009295147,1.069262113,1.089394063,1.032351738,1.046444416
7.37595,1.044383608,1.009293498,1.069260239,1.089391906,1.032349987,1.046442588
7.3926,1.044382634,1.009291925,1.069258444,1.089389817,1.032348314,1.046440838
7.40925,1.044381731,1.009290427,1.069256724,1.089387797,1.032346718,1.046439167
7.4259,1.044380897,1.009289002,1.069255079,1.089385843,1.032345199,1.046437572
7.44255,1.044380132,1.009287648,1.069253507,1.089383955,1.032343755,1.046436052
7.4592,1.044379432,1.009286365,1.069252009,1.08938213,1.032342384,1.046434606
7.47585,1.044378798,1.009285151,1.069250581,1.089380369,1.032341085,1.046433232
7.4925,1.044378227,1.009284003,1.069249222,1.08937867,1.032339857,1.04643193
7.50915,1.044377719,1.009282922,1.069247932,1.089377032,1.032338699,1.046430697
7.5258,1.044377272,1.009281905,1.069246709,1.089375452,1.032337607,1.046429533
7.54245,1.044376884,1.009280951,1.069245551,1.089373931,1.032336583,1.046428435
7.5591,1.044376555,1.009280058,1.069244457,1.089372466,1.032335622,1.046427403
7.57575,1.044376281,1.009279224,1.069243425,1.089371056,1.032334725,1.046426434
7.5924,1.044376063,1.00927845,1.069242454,1.0893697,1.032333889,1.046425526
7.60905,1.044375899,1.009277732,1.069241541,1.089368396,1.032333114,1.04642468
7.6257,1.044375786,1.009277069,1.069240687,1.089367143,1.032332396,1.046423892
7.64235,1.044375725,1.009276461,1.069239888,1.089365939,1.032331735,1.046423161
7.659,1.044375713,1.009275905,1.069239144,1.089364784,1.032331129,1.046422486
7.67565,1.044375748,1.009275399,1.069238452,1.089363676,1.032330577,1.046421865
7.6923,1.04437583,1.009274944,1.069237812,1.089362614,1.032330076,1.046421296
7.70895,1.044375957,1.009274537,1.069237222,1.089361596,1.032329626,1.046420778
7.7256,1.044376128,1.009274177,1.06923668,1.089360621,1.032329225,1.04642031
7.74225,1.044376342,1.009273862,1.069236186,1.089359688,1.032328872,1.04641989
7.7589,1.044376596,1.009273592,1.069235737,1.089358795,1.032328565,1.046419516
7.77555,1.044376891,1.009273364,1.069235332,1.089357943,1.032328303,1.046419188
7.7922,1.044377224,1.009273179,1.069234971,1.089357129,1.032328085,1.046418904
7.80885,1.044377595,1.009273034,1.069234651,1.089356352,1.03232791,1.046418663
7.8255,1.044378002,1.009272928,1.069234373,1.089355613,1.032327776,1.046418464
7.84215,1.044378444,1.009272861,1.069234134,1.089354908,1.032327682,1.046418305
7.8588,1.044378921,1.009272831,1.069233934,1.089354239,1.032327627,1.046418186
7.87545,1.044379431,1.009272836,1.069233771,1.089353603,1.03232761,1.046418105
7.8921,1.044379972,1.009272877,1.069233645,1.089352999,1.032327631,1.046418061
7.90875,1.044380545,1.009272952,1.069233555,1.089352428,1.032327687,1.046418054
7.9254,1.044381148,1.009273059,1.069233499,1.089351888,1.032327779,1.046418083
7.94205,1.04438178,1.009273199,1.069233477,1.089351378,1.032327904,1.046418145
7.9587,1.044382439,1.009273369,1.069233488,1.089350897,1.032328063,1.046418242
7.97535,1.044383126,1.009273569,1.06923353,1.089350445,1.032328253,1.04641837
7.992,1.044383838,1.009273797,1.069233603,1.08935002,1.032328475,1.04641853
8.00865,1.044384576,1.009274054,1.069233706,1.089349622,1.032328727,1.046418721
8.0253,1.044385338,1.009274337,1.069233838,1.08934925,1.032329008,1.046418941
8.04195,1.044386122,1.009274647,1.069233997,1.089348903,1.032329317,1.046419189
8.0586,1.044386929,1.009274981,1.069234184,1.089348579,1.032329653,1.046419465
8.07525,1.044387757,1.009275339,1.069234396,1.08934828,1.032330015,1.046419767
8.0919,1.044388605,1.00927572,1.069234634,1.089348002,1.032330402,1.046420095
8.10855,1.044389473,1.009276123,1.069234896,1.089347746,1.032330814,1.046420448
8.1252,1.044390358,1.009276548,1.06923518,1.089347511,1.032331248,1.046420824
8.14185,1.044391261,1.009276992,1.069235487,1.089347295,1.032331705,1.046421223
8.1585,1.044392181,1.009277456,1.069235815,1.089347099,1.032332183,1.046421643
8.17515,1.044393116,1.009277938,1.069236163,1.08934692,1.032332681,1.046422084
8.1918,1.044394066,1.009278438,1.069236531,1.089346759,1.032333198,1.046422544
8.20845,1.044395029,1.009278954,1.069236916,1.089346615,1.032333734,1.046423023
8.2251,1.044396006,1.009279486,1.06923732,1.089346486,1.032334287,1.04642352
8.24175,1.044396994,1.009280033,1.069237739,1.089346373,1.032334857,1.046424034
8.2584,1.044397994,1.009280595,1.069238175,1.089346273,1.032335442,1.046424564
8.27505,1.044399005,1.009281169,1.069238626,1.089346187,1.032336043,1.04642511
8.2917,1.044400025,1.009281756,1.06923909,1.089346114,1.032336657,1.046425669
8.30835,1.044401054,1.009282355,1.069239568,1.089346054,1.032337284,1.046426243
8.325,1.044402091,1.009282965,1.069240059,1.089346005,1.032337924,1.046426829
8.34165,1.044403136,1.009283585,1.069240562,1.089345967,1.032338576,1.046427427
8.3583,1.044404188,1.009284215,1.069241076,1.089345939,1.032339239,1.046428037
8.37495,1.044405246,1.009284854,1.069241601,1.089345921,1.032339913,1.046428658
8.3916,1.04440631,1.009285502,1.069242135,1.089345912,1.032340596,1.046429289
8.40825,1.044407378,1.009286157,1.069242679,1.089345912,1.032341288,1.046429929
8.4249,1.044408451,1.009286819,1.069243232,1.08934592,1.032341989,1.046430578
8.44155,1.044409527,1.009287488,1.069243793,1.089345936,1.032342697,1.046431236
8.4582,1.044410607,1.009288163,1.069244361,1.089345959,1.032343413,1.046431901
8.47485,1.044411689,1.009288843,1.069244937,1.089345988,1.032344136,1.046432574
8.4915,1.044412773,1.009289528,1.069245519,1.089346024,1.032344865,1.046433253
8.50815,1.044413858,1.009290218,1.069246108,1.089346066,1.0323456,1.046433938
8.5248,1.044414945,1.009290911,1.069246701,1.089346113,1.03234634,1.046434629
8.54145,1.044416032,1.009291608,1.0692473,1.089346164,1.032347084,1.046435325
8.5581,1.044417118,1.009292308,1.069247904,1.08934622,1.032347833,1.046436025
8.57475,1.044418205,1.00929301,1.069248511,1.089346281,1.032348585,1.04643673
8.5914,1.04441929,1.009293714,1.069249122,1.089346344,1.032349341,1.046437438
8.60805,1.044420373,1.00929442,1.069249736,1.089346411,1.032350099,1.046438149
8.6247,1.044421455,1.009295126,1.069250353,1.089346481,1.032350859,1.046438863
8.64135,1.044422534,1.009295834,1.069250972,1.089346553,1.032351621,1.046439579
8.658,1.04442361,1.009296541,1.069251593,1.089346626,1.032352385,1.046440296
8.67465,1.044424683,1.009297248,1.069252215,1.089346702,1.032353149,1.046441015
8.6913,1.044425752,1.009297955,1.069252838,1.089346778,1.032353913,1.046441734
8.70795,1.044426817,1.00929866,1.069253461,1.089346856,1.032354677,1.046442454
8.7246,1.044427877,1.009299364,1.069254084,1.089346933,1.032355441,1.046443174
8.74125,1.044428932,1.009300067,1.069254707,1.089347011,1.032356204,1.046443893
8.7579,1.044429982,1.009300767,1.069255329,1.089347089,1.032356965,1.046444612
8.77455,1.044431026,1.009301464,1.06925595,1.089347166,1.032357725,1.046445329
8.7912,1.044432064,1.009302159,1.06925657,1.089347242,1.032358483,1.046446044
8.80785,1.044433095,1.009302851,1.069257188,1.089347317,1.032359238,1.046446757
8.8245,1.04443412,1.009303539,1.069257803,1.089347391,1.03235999,1.046447468
8.84115,1.044435137,1.009304223,1.069258416,1.089347463,1.03236074,1.046448177
8.8578,1.044436148,1.009304903,1.069259027,1.089347533,1.032361486,1.046448882
8.87445,1.04443715,1.009305579,1.069259634,1.089347601,1.032362228,1.046449584
8.8911,1.044438144,1.00930625,1.069260238,1.089347666,1.032362966,1.046450283
8.90775,1.044439131,1.009306916,1.069260838,1.089347729,1.0323637,1.046450978
8.9244,1.044440109,1.009307577,1.069261435,1.089347789,1.032364429,1.046451669
8.94105,1.044441078,1.009308233,1.069262027,1.089347846,1.032365154,1.046452355
8.9577,1.044442038,1.009308883,1.069262616,1.0893479,1.032365874,1.046453037
8.97435,1.044442989,1.009309528,1.0692632,1.08934795,1.032366588,1.046453714
8.991,1.04444393,1.009310167,1.069263779,1.089347997,1.032367297,1.046454387
9.00765,1.044444862,1.009310799,1.069264353,1.08934804,1.032368001,1.046455054
9.0243,1.044445785,1.009311426,1.069264923,1.089348079,1.032368699,1.046455716
9.04095,1.044446697,1.009312046,1.069265487,1.089348114,1.032369391,1.046456373
9.0576,1.0444476,1.009312659,1.069266047,1.089348146,1.032370077,1.046457024
9.07425,1.044448492,1.009313266,1.0692666,1.089348173,1.032370757,1.046457669
9.0909,1.044449374,1.009313866,1.069267148,1.089348195,1.03237143,1.046458309
9.10755,1.044450245,1.00931446,1.069267691,1.089348213,1.032372097,1.046458942
9.1242,1.044451106,1.009315046,1.069268228,1.089348227,1.032372757,1.046459569
9.14085,1.044451956,1.009315625,1.069268758,1.089348236,1.032373411,1.04646019
9.1575,1.044452795,1.009316197,1.069269283,1.08934824,1.032374057,1.046460805
9.17415,1.044453623,1.009316762,1.069269802,1.08934824,1.032374697,1.046461413
9.1908,1.04445444,1.009317319,1.069270314,1.089348235,1.03237533,1.046462015
9.20745,1.044455246,1.009317869,1.06927082,1.089348224,1.032375955,1.04646261
9.2241,1.04445604,1.009318411,1.06927132,1.089348209,1.032376573,1.046463198
9.24075,1.044456823,1.009318946,1.069271813,1.089348189,1.032377184,1.046463779
9.2574,1.044457595,1.009319473,1.0692723,1.089348163,1.032377788,1.046464354
9.27405,1.044458355,1.009319993,1.06927278,1.089348132,1.032378383,1.046464921
9.2907,1.044459104,1.009320505,1.069273253,1.089348096,1.032378972,1.046465481
9.30735,1.044459841,1.009321009,1.06927372,1.089348055,1.032379553,1.046466035
9.324,1.044460567,1.009321506,1.06927418,1.089348009,1.032380126,1.046466581
9.34065,1.044461281,1.009321994,1.069274633,1.089347957,1.032380691,1.04646712
9.3573,1.044461983,1.009322475,1.06927508,1.0893479,1.032381249,1.046467651
9.37395,1.044462673,1.009322949,1.069275519,1.089347838,1.032381799,1.046468176
9.3906,1.044463352,1.009323414,1.069275952,1.08934777,1.032382341,1.046468693
9.40725,1.044464019,1.009323872,1.069276378,1.089347698,1.032382875,1.046469203
9.4239,1.044464674,1.009324321,1.069276797,1.089347619,1.032383402,1.046469706
9.44055,1.044465318,1.009324764,1.06927721,1.089347536,1.032383921,1.046470201
9.4572,1.04446595,1.009325198,1.069277616,1.089347448,1.032384432,1.04647069
9.47385,1.04446657,1.009325625,1.069278014,1.089347354,1.032384936,1.046471171
9.4905,1.044467178,1.009326044,1.069278407,1.089347255,1.032385431,1.046471645
9.50715,1.044467775,1.009326456,1.069278792,1.089347151,1.03238592,1.046472112
9.5238,1.04446836,1.00932686,1.069279171,1.089347042,1.0323864,1.046472571
9.54045,1.044468934,1.009327256,1.069279543,1.089346928,1.032386873,1.046473024
9.5571,1.044469496,1.009327646,1.069279909,1.089346809,1.032387338,1.04647347
9.57375,1.044470046,1.009328028,1.069280268,1.089346685,1.032387796,1.046473909
9.5904,1.044470585,1.009328402,1.069280621,1.089346556,1.032388247,1.046474341
9.60705,1.044471113,1.00932877,1.069280968,1.089346423,1.03238869,1.046474766
9.6237,1.04447163,1.00932913,1.069281308,1.089346285,1.032389126,1.046475184
9.64035,1.044472135,1.009329484,1.069281642,1.089346142,1.032389555,1.046475596
9.657,1.044472629,1.00932983,1.06928197,1.089345995,1.032389977,1.046476001
9.67365,1.044473112,1.00933017,1.069282292,1.089345844,1.032390392,1.0464764
9.6903,1.044473585,1.009330503,1.069282608,1.089345688,1.032390799,1.046476792
9.70695,1.044474046,1.009330829,1.069282918,1.089345528,1.0323912,1.046477178
9.7236,1.044474497,1.009331149,1.069283223,1.089345364,1.032391594,1.046477558
9.74025,1.044474936,1.009331463,1.069283522,1.089345196,1.032391982,1.046477932
9.7569,1.044475366,1.00933177,1.069283815,1.089345023,1.032392363,1.046478299
9.77355,1.044475784,1.009332071,1.069284103,1.089344847,1.032392737,1.046478661
9.7902,1.044476193,1.009332366,1.069284386,1.089344668,1.032393105,1.046479017
9.80685,1.044476591,1.009332656,1.069284663,1.089344484,1.032393467,1.046479367
9.8235,1.044476979,1.009332939,1.069284935,1.089344298,1.032393822,1.046479712
9.84015,1.044477357,1.009333217,1.069285202,1.089344107,1.032394172,1.046480051
9.8568,1.044477725,1.009333489,1.069285465,1.089343914,1.032394516,1.046480385
9.87345,1.044478083,1.009333755,1.069285722,1.089343717,1.032394853,1.046480713
9.8901,1.044478431,1.009334017,1.069285975,1.089343517,1.032395186,1.046481037
9.90675,1.04447877,1.009334273,1.069286224,1.089343315,1.032395512,1.046481355
9.9234,1.0444791,1.009334524,1.069286468,1.089343109,1.032395833,1.046481669
9.94005,1.04447942,1.00933477,1.069286708,1.089342901,1.032396149,1.046481977
9.9567,1.04447973,1.009335012,1.069286943,1.08934269,1.03239646,1.046482282
9.97335,1.044480032,1.009335249,1.069287175,1.089342477,1.032396766,1.046482581
9.99,1.044480325,1.009335482,1.069287403,1.089342262,1.032397066,1.046482876
10.00665,1.044480609,1.00933571,1.069287627,1.089342044,1.032397362,1.046483168
10.0233,1.044480885,1.009335934,1.069287847,1.089341825,1.032397654,1.046483455
